Project_Name,Project_URL,Project_Hash,Test_id,OD_Type,Polluter_or_Setter,Cleaner,Path,SHA
pyserverpilot,https://github.com/opper/pyserverpilot,b6b896fea1155fa95febde84f74e0d2230523ab0,tests/test_app.py::TestApp::test_update_app_validation,brittle,tests/test_app.py::TestApp::test_create_app,,pyserverpilot/ipflakies_result/d20a5553/patch/test_app_patch_24229221.patch,a218ea9cf03d25c96fd3c2053f412472696861c4
pyserverpilot,https://github.com/opper/pyserverpilot,b6b896fea1155fa95febde84f74e0d2230523ab0,tests/test_db.py::TestDb::test_get_db,brittle,tests/test_db.py::TestDb::test_create_db,,pyserverpilot/ipflakies_result/3c3c60c8/patch/test_db_patch_ab67d6b9.patch,a218ea9cf03d25c96fd3c2053f412472696861c4
pyserverpilot,https://github.com/opper/pyserverpilot,b6b896fea1155fa95febde84f74e0d2230523ab0,tests/test_db.py::TestDb::test_update_db,brittle,tests/test_db.py::TestDb::test_create_db,,pyserverpilot/ipflakies_result/2749b91e/patch/test_db_patch_ab67d6b9.patch,a218ea9cf03d25c96fd3c2053f412472696861c4
pysllo,https://github.com/kivio/pysllo,8bc4d17f9a668e9aff3c77f688f0c06ed2e7686b,tests/test_propagation_logger.py::test_forcing_level_by_dict,victim,tests/test_propagation_logger.py::test_forcing_level_by_level_value,tests/test_propagation_logger.py::test_reset_level,pysllo/ipflakies_result/56100062/patch/test_propagation_logger_patch_8633acad.patch,8bc4d17f9a668e9aff3c77f688f0c06ed2e7686b
python-n26,https://github.com/femueller/python-n26,22cb609efbf5125e36879441ea20d5a1c2a51e98,tests/test_cards.py::CardsTests::test_block_card_cli_all,brittle,tests/test_cards.py::CardsTests::test_cards_cli,,python-n26/ipflakies_result/ab1642ec/patch/test_cards_patch_649641ec.patch,082e359af66654047cdf6165d86de2008450d171
python-n26,https://github.com/femueller/python-n26,22cb609efbf5125e36879441ea20d5a1c2a51e98,tests/test_cards.py::CardsTests::test_block_card_cli_single,brittle,tests/test_cards.py::CardsTests::test_block_card_cli_all,,python-n26/ipflakies_result/c967cb31/patch/test_cards_patch_8b1b2edf.patch,082e359af66654047cdf6165d86de2008450d171
python-n26,https://github.com/femueller/python-n26,22cb609efbf5125e36879441ea20d5a1c2a51e98,tests/test_cards.py::CardsTests::test_unblock_card_cli_single,brittle,tests/test_cards.py::CardsTests::test_block_card_cli_all,,python-n26/ipflakies_result/05403025/patch/test_cards_patch_8b1b2edf.patch,082e359af66654047cdf6165d86de2008450d171
python-resource-container,https://github.com/unfoldingWord-dev/python-resource-container,64d87f900af969f47b20b798cf00c2861435b0d8,tests/container_test.py::TestResourceContainer::test_should_fail_to_load_missing_rc,brittle,tests/container_test.py::TestResourceContainer::test_not_opening_a_rc_that_is_too_old,,python-resource-container/ipflakies_result/b6db977b/patch/container_test_patch_d0884409.patch,64d87f900af969f47b20b798cf00c2861435b0d8
python-resource-container,https://github.com/unfoldingWord-dev/python-resource-container,64d87f900af969f47b20b798cf00c2861435b0d8,tests/container_test.py::TestResourceContainer::test_should_load_a_missing_rc_when_not_in_strict_mode,brittle,tests/container_test.py::TestResourceContainer::test_not_opening_a_rc_that_is_too_old,,python-resource-container/ipflakies_result/2e445752/patch/container_test_patch_d0884409.patch,64d87f900af969f47b20b798cf00c2861435b0d8
redisqueue,https://github.com/DevKeh/redisqueue,feac4dfc30837e0ab1a55a8479443ea74b2793f2,tests/test_redisqueue.py::test_mock_queue_get_put_same_task,brittle,tests/test_redisqueue.py::test_mock_queue_connection,,redisqueue/ipflakies_result/da597172/patch/test_redisqueue_patch_5d1cbb53.patch,feac4dfc30837e0ab1a55a8479443ea74b2793f2
redisqueue,https://github.com/DevKeh/redisqueue,feac4dfc30837e0ab1a55a8479443ea74b2793f2,tests/test_redisqueue.py::test_mock_queue_put_get,brittle,tests/test_redisqueue.py::test_mock_queue_connection,,redisqueue/ipflakies_result/6a9bdfc0/patch/test_redisqueue_patch_5d1cbb53.patch,feac4dfc30837e0ab1a55a8479443ea74b2793f2
redisqueue,https://github.com/DevKeh/redisqueue,feac4dfc30837e0ab1a55a8479443ea74b2793f2,tests/test_redisqueue.py::test_mock_queue_unique,brittle,tests/test_redisqueue.py::test_mock_queue_connection,,redisqueue/ipflakies_result/8fa45a09/patch/test_redisqueue_patch_5d1cbb53.patch,feac4dfc30837e0ab1a55a8479443ea74b2793f2
riemann,https://github.com/summa-tx/riemann,0fda32e783487572c869aaabc6af7adba01cbd00,riemann/tests/encoding/test_addresses.py::TestAddresses::test_make_p2sh_address_msig,victim,riemann/tests/tx/test_overwinter.py::OverwinterSighash::test_hash_joinsplits,riemann/tests/tx/test_decred.py::TestDecredByteData::test_init_ERROR,riemann/ipflakies_result/124142a4/patch/test_addresses_patch_cc497833.patch,9e6dbaaf1b339594c0c0d55b2db6e96d7e3f12c4
riemann,https://github.com/summa-tx/riemann,0fda32e783487572c869aaabc6af7adba01cbd00,riemann/tests/test_simple.py::TestSimple::test_unsigned_witness_tx,victim,riemann/tests/tx/test_overwinter.py::OverwinterSighash::test_hash_joinsplits,riemann/tests/tx/test_tx_builder.py::TestTxBuilder::test_make_pkh_output_script,riemann/ipflakies_result/96e46b84/patch/test_simple_patch_ed07eda2.patch,9e6dbaaf1b339594c0c0d55b2db6e96d7e3f12c4
riemann,https://github.com/summa-tx/riemann,0fda32e783487572c869aaabc6af7adba01cbd00,riemann/tests/tx/test_tx_builder.py::TestTxBuilder::test_make_pkh_output_script,victim,riemann/tests/tx/test_overwinter.py::OverwinterSighash::test_hash_joinsplits,riemann/tests/tx/test_decred.py::TestDecredByteData::test_init_ERROR,riemann/ipflakies_result/27de7678/patch/test_tx_builder_patch_cc497833.patch,9e6dbaaf1b339594c0c0d55b2db6e96d7e3f12c4
serpextract,https://github.com/Parsely/serpextract,aec8f2bd79c66953938569a24b05c693ab70b4ce,tests/test_serps.py::TestSERPs::test_custom_parser_implicit,brittle,tests/test_serps.py::TestSERPs::test_custom_parser_explicit,,serpextract/ipflakies_result/535478e1/patch/test_serps_patch_cc5ab116.patch,e156430b32eb833686820f490dbcdd989f27baa2
serpextract,https://github.com/Parsely/serpextract/,aec8f2bd79c66953938569a24b05c693ab70b4ce,tests/test_serps.py::TestSERPs::test_custom_parser_implicit,brittle,tests/test_serps.py::TestSERPs::test_custom_parser_explicit,,serpextract/ipflakies_result/535478e1/patch/test_serps_patch_cc5ab116.patch,e156430b32eb833686820f490dbcdd989f27baa2
skipper,https://github.com/Stratoscale/skipper,dde3194bf6cf227b30c6e54b18c37317d2e0647e,tests/test_cli.py::TestCLI::test_make_without_build_container_tag,victim,tests/test_cli.py::TestCLI::test_run_interactive_from_environment,tests/test_cli.py::TestCLI::test_run_non_interactive_from_environment,skipper/ipflakies_result/995791a4/patch/test_cli_patch_7945f1d4.patch,0f1984622c7364756d6815c920d23dadea9d000d
skipper,https://github.com/Stratoscale/skipper,dde3194bf6cf227b30c6e54b18c37317d2e0647e,tests/test_cli.py::TestCLI::test_run_without_build_container_tag,victim,tests/test_cli.py::TestCLI::test_run_interactive_from_environment,tests/test_cli.py::TestCLI::test_run_non_interactive_from_environment,skipper/ipflakies_result/87543e6c/patch/test_cli_patch_7945f1d4.patch,0f1984622c7364756d6815c920d23dadea9d000d
skipper,https://github.com/Stratoscale/skipper,dde3194bf6cf227b30c6e54b18c37317d2e0647e,tests/test_cli.py::TestCLI::test_run_without_build_container_tag_cached,victim,tests/test_cli.py::TestCLI::test_run_interactive_from_environment,tests/test_cli.py::TestCLI::test_run_non_interactive_from_environment,skipper/ipflakies_result/b2ad69e4/patch/test_cli_patch_7945f1d4.patch,0f1984622c7364756d6815c920d23dadea9d000d
tunacell,https://github.com/LeBarbouze/tunacell,837d57e1e6caeddf2e6bcdd2db2986fb456dd605,tunacell/tests/test_observable.py::test_observable_str,brittle,tunacell/tests/test_observable.py::test_observable_init,,tunacell/ipflakies_result/81c51b7b/patch/test_observable_patch_8ef40b9d.patch,837d57e1e6caeddf2e6bcdd2db2986fb456dd605
ucal,https://github.com/timkostka/ucal,df0ccbc5f8af54fc69df56191bd810481a17b0e3,tests/test_ucal.py::TestSyntax::test_function_ln,brittle,tests/test_ucal.py::TestSyntax::test_binary_conversion,,ucal/ipflakies_result/65d8ffc1/patch/test_ucal_patch_f6bda7ce.patch,5f0af9a8b14796eaec3129b352f23ce67a2eb686
ucal,https://github.com/timkostka/ucal,df0ccbc5f8af54fc69df56191bd810481a17b0e3,tests/test_ucal.py::TestSyntax::test_function_log,brittle,tests/test_ucal.py::TestSyntax::test_binary_conversion,,ucal/ipflakies_result/02c71803/patch/test_ucal_patch_f6bda7ce.patch,5f0af9a8b14796eaec3129b352f23ce67a2eb686
wopmars,https://github.com/aitgon/wopmars,33680f94163d82ce43557cf7f87a5f9ead496fdc,wopmars/tests/test_wopmars.py::TestWopmars::test_dry_run,victim,wopmars/tests/test_tool_wrapper_thread.py::TestToolWrapperThread::test_run,wopmars/tests/test_wopmars.py::TestWopmars::test_run_skipping_steps_time_check,wopmars/ipflakies_result/83c61c06/patch/test_wopmars_patch_153201c2.patch,afc5d97d22146fbd48414e8a71826ace447ece8a
